GeneId,GeneName,Chromosome,GeneLength,IntronicLength,TranscriptCount,GeneSetId,SplicedFragments,UnsplicedFragments,AdjTPM,RawTPM,FitResiduals,LowMapQualFrags
ENSG00000196383,OR4Q2,chr14,4847,2072,1,chr14_34,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000169484,OR4K14,chr14,5164,3921,1,chr14_35,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000176253,OR4K13,chr14,6639,661,2,chr14_36,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258899,OR4U1P,chr14,911,0,1,chr14_37,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000176246,OR4L1,chr14,938,0,1,chr14_38,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000252999,RNA5SP380,chr14,97,0,1,chr14_39,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258641,OR4T1P,chr14,910,0,1,chr14_40,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000176230,OR4K17,chr14,11460,6395,2,chr14_41,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000184394,OR4N5,chr14,6651,4467,1,chr14_42,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000259074,PSMB7P1,chr14,513,0,1,chr14_43,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000259095,GTF2IP22,chr14,181,0,1,chr14_44,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258468,OR11G1P,chr14,967,0,1,chr14_45,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000284742,OR11P1P,chr14,373,0,1,chr14_46,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000196832,OR11G2,chr14,10179,5768,2,chr14_47,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258625,OR11H5P,chr14,925,0,1,chr14_48,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000176219,OR11H6,chr14,992,0,1,chr14_49,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258806,OR11H7,chr14,944,0,1,chr14_50,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000176198,OR11H4,chr14,5063,3408,2,chr14_51,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000136319,TTC5,chr14,49402,39744,7,chr14_52,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000100814,CCNB1IP1,chr14,21944,18279,15,chr14_53,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000222489,SNORA79B,chr14,147,0,1,chr14_53,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000238344,SNORD126,chr14,76,0,1,chr14_53,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000277209,RPPH1,chr14,332,0,1,chr14_54,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000129484,PARP2,chr14,14289,10241,11,chr14_55,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000129566,TEP1,chr14,47834,36488,11,chr14_56,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000200225,RNA5SP382,chr14,111,0,1,chr14_57,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000185271,KLHL33,chr14,10314,4810,3,chr14_58,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000092094,OSGEP,chr14,8688,3663,12,chr14_59,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000100823,APEX1,chr14,2581,698,20,chr14_60,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165782,PIP4P1,chr14,3784,92,7,chr14_60,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000198805,PNP,chr14,15102,9260,11,chr14_61,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000182545,RNASE10,chr14,8347,4434,2,chr14_62,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258456,PTCD2P1,chr14,1135,0,1,chr14_63,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258863,SETP1,chr14,844,0,1,chr14_64,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000188655,RNASE9,chr14,4954,2132,11,chr14_65,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000173464,RNASE11,chr14,26992,24479,10,chr14_66,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258436,RNASE12,chr14,1303,436,2,chr14_66,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000181803,OR6S1,chr14,995,0,1,chr14_67,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000214274,ANG,chr14,14794,13359,3,chr14_68,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258818,RNASE4,chr14,16656,14505,3,chr14_68,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258451,EGILA,chr14,13640,12729,1,chr14_68,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000259144,RANBP20P,chr14,2385,283,1,chr14_69,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258963,EDDM3DP,chr14,433,0,1,chr14_70,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000181562,EDDM3A,chr14,2493,1563,1,chr14_71,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000181552,EDDM3B,chr14,2544,1627,1,chr14_72,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000169413,RNASE6,chr14,1199,357,1,chr14_73,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000129538,RNASE1,chr14,1627,547,5,chr14_74,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000169397,RNASE3,chr14,963,231,1,chr14_75,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000136315,RNASE2CP,chr14,1013,232,5,chr14_76,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000169385,RNASE2,chr14,949,231,1,chr14_77,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000243817,RN7SL189P,chr14,288,0,1,chr14_78,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165792,METTL17,chr14,7062,2824,25,chr14_79,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165794,SLC39A2,chr14,2616,1045,3,chr14_80,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165795,NDRG2,chr14,54109,46575,77,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000284122,MIR6717,chr14,72,0,1,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000179636,TPPP2,chr14,12167,9698,12,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000206150,RNASE13,chr14,1989,360,1,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165799,RNASE7,chr14,1918,511,2,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000173431,RNASE8,chr14,633,0,1,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165801,ARHGEF40,chr14,19975,11801,8,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165804,ZNF219,chr14,14645,7991,13,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232070,TMEM253,chr14,4913,2750,7,chr14_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258722,CKAP2P1,chr14,3177,1131,1,chr14_82,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000200102,RNU6-252P,chr14,106,0,1,chr14_83,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000169327,OR5AU1,chr14,10690,2283,4,chr14_84,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000259102,SMARCE1P3,chr14,1230,0,1,chr14_85,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258441,LINC00641,chr14,6821,1108,2,chr14_86,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000092199,HNRNPC,chr14,60358,53078,32,chr14_87,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000092200,RPGRIP1,chr14,71218,65697,13,chr14_88,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000092201,SUPT16H,chr14,32543,25670,8,chr14_89,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000100888,CHD8,chr14,70932,50007,24,chr14_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000199436,SNORD9,chr14,103,0,1,chr14_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000200785,SNORD8,chr14,109,0,1,chr14_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258870,EIF4EBP1P1,chr14,340,0,1,chr14_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000274475,RN7SL650P,chr14,298,0,1,chr14_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000129472,RAB2B,chr14,17940,14351,6,chr14_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000092203,TOX4,chr14,22578,15497,14,chr14_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165819,METTL3,chr14,13209,7359,14,chr14_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165821,SALL2,chr14,16136,10756,7,chr14_92,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256737,RBBP4P5,chr14,1265,0,1,chr14_93,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000169208,OR10G3,chr14,11556,8919,3,chr14_94,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000273586,OR10G1P,chr14,943,0,1,chr14_95,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256385,UBE2NP1,chr14,457,0,1,chr14_96,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000255569,TRAV1-1,chr14,729,339,1,chr14_97,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000255582,OR10G2,chr14,1104,0,1,chr14_98,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256553,TRAV1-2,chr14,689,289,1,chr14_99,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000255664,ARL6IP1P1,chr14,609,0,1,chr14_100,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000221977,OR4E2,chr14,13807,10956,1,chr14_101,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000276240,OR4E1,chr14,5932,2138,1,chr14_102,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211776,TRAV2,chr14,522,176,1,chr14_103,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211777,TRAV3,chr14,608,91,1,chr14_104,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211778,TRAV4,chr14,830,437,1,chr14_105,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211779,TRAV5,chr14,527,177,1,chr14_106,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000240954,RPL4P1,chr14,1277,0,1,chr14_107,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211780,TRAV6,chr14,591,189,1,chr14_108,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211781,TRAV7,chr14,510,175,1,chr14_109,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211782,TRAV8-1,chr14,599,128,1,chr14_110,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211783,TRAV9-1,chr14,475,139,1,chr14_111,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211784,TRAV10,chr14,603,226,1,chr14_112,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256474,TRAV11,chr14,531,194,1,chr14_113,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211785,TRAV12-1,chr14,534,196,1,chr14_114,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211786,TRAV8-2,chr14,684,120,1,chr14_115,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211787,TRAV8-3,chr14,448,109,1,chr14_116,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211788,TRAV13-1,chr14,526,168,1,chr14_117,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211789,TRAV12-2,chr14,645,202,1,chr14_118,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211790,TRAV8-4,chr14,597,130,1,chr14_119,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256379,TRAV8-5,chr14,1521,1183,1,chr14_120,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211791,TRAV13-2,chr14,568,160,1,chr14_121,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211792,TRAV14DV4,chr14,588,165,1,chr14_122,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211793,TRAV9-2,chr14,529,137,1,chr14_123,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258482,TRAV15,chr14,248,0,1,chr14_124,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211794,TRAV12-3,chr14,610,213,1,chr14_125,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211795,TRAV8-6,chr14,661,102,1,chr14_126,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211796,TRAV16,chr14,442,115,1,chr14_127,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211797,TRAV17,chr14,629,147,1,chr14_128,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211798,TRAV18,chr14,567,129,1,chr14_129,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211799,TRAV19,chr14,669,204,1,chr14_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211800,TRAV20,chr14,559,155,1,chr14_131,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211801,TRAV21,chr14,542,201,1,chr14_132,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211802,TRAV22,chr14,651,189,1,chr14_133,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211803,TRAV23DV6,chr14,554,147,1,chr14_134,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211804,TRDV1,chr14,587,224,1,chr14_135,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211805,TRAV24,chr14,503,162,1,chr14_136,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211806,TRAV25,chr14,684,283,1,chr14_137,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211807,TRAV26-1,chr14,967,432,1,chr14_138,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211808,TRAV8-7,chr14,481,142,1,chr14_139,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211809,TRAV27,chr14,638,215,1,chr14_140,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258835,TRAV28,chr14,559,238,1,chr14_141,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211810,TRAV29DV5,chr14,632,165,1,chr14_142,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000259092,TRAV30,chr14,559,224,1,chr14_143,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000249048,TRAV31,chr14,591,251,1,chr14_144,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258905,TRAV32,chr14,495,157,1,chr14_145,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000258812,TRAV33,chr14,555,219,1,chr14_146,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211812,TRAV26-2,chr14,785,460,1,chr14_147,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211813,TRAV34,chr14,607,260,1,chr14_148,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211814,TRAV35,chr14,579,251,1,chr14_149,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211815,TRAV36DV7,chr14,508,154,1,chr14_150,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000259068,TRAV37,chr14,515,175,1,chr14_151,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211816,TRAV38-1,chr14,595,244,1,chr14_152,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211817,TRAV38-2DV8,chr14,643,250,1,chr14_153,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211818,TRAV39,chr14,499,170,1,chr14_154,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211819,TRAV40,chr14,429,114,1,chr14_155,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211820,TRAV41,chr14,503,169,1,chr14_156,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211821,TRDV2,chr14,671,153,1,chr14_157,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223997,TRDD1,chr14,7,0,1,chr14_158,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000237235,TRDD2,chr14,8,0,1,chr14_159,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000228985,TRDD3,chr14,12,0,1,chr14_160,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211825,TRDJ1,chr14,50,0,1,chr14_161,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211826,TRDJ4,chr14,47,0,1,chr14_162,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211827,TRDJ2,chr14,53,0,1,chr14_163,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211828,TRDJ3,chr14,58,0,1,chr14_164,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211829,TRDC,chr14,2855,2139,1,chr14_165,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256590,TRDV3,chr14,657,234,1,chr14_166,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211831,TRAJ61,chr14,59,0,1,chr14_167,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000249446,TRAJ60,chr14,56,0,1,chr14_168,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211832,TRAJ59,chr14,53,0,1,chr14_169,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211833,TRAJ58,chr14,62,0,1,chr14_170,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211834,TRAJ57,chr14,62,0,1,chr14_171,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211835,TRAJ56,chr14,61,0,1,chr14_172,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000250688,TRAJ55,chr14,56,0,1,chr14_173,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211836,TRAJ54,chr14,59,0,1,chr14_174,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211837,TRAJ53,chr14,65,0,1,chr14_175,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211838,TRAJ52,chr14,68,0,1,chr14_176,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000248366,TRAJ51,chr14,62,0,1,chr14_177,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211839,TRAJ50,chr14,59,0,1,chr14_178,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211840,TRAJ49,chr14,55,0,1,chr14_179,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211841,TRAJ48,chr14,62,0,1,chr14_180,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211842,TRAJ47,chr14,56,0,1,chr14_181,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211843,TRAJ46,chr14,62,0,1,chr14_182,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211844,TRAJ45,chr14,65,0,1,chr14_183,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211845,TRAJ44,chr14,62,0,1,chr14_184,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211846,TRAJ43,chr14,53,0,1,chr14_185,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211847,TRAJ42,chr14,65,0,1,chr14_186,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211848,TRAJ41,chr14,61,0,1,chr14_187,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211849,TRAJ40,chr14,60,0,1,chr14_188,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211850,TRAJ39,chr14,62,0,1,chr14_189,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211851,TRAJ38,chr14,61,0,1,chr14_190,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000278661,TRAJ37,chr14,64,0,1,chr14_191,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000276699,TRAJ36,chr14,57,0,1,chr14_192,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211854,TRAJ35,chr14,58,0,1,chr14_193,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211855,TRAJ34,chr14,57,0,1,chr14_194,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211856,TRAJ33,chr14,56,0,1,chr14_195,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211857,TRAJ32,chr14,65,0,1,chr14_196,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211858,TRAJ31,chr14,56,0,1,chr14_197,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211859,TRAJ30,chr14,56,0,1,chr14_198,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211860,TRAJ29,chr14,59,0,1,chr14_199,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211861,TRAJ28,chr14,65,0,1,chr14_200,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211862,TRAJ27,chr14,58,0,1,chr14_201,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211863,TRAJ26,chr14,59,0,1,chr14_202,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211864,TRAJ25,chr14,59,0,1,chr14_203,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211865,TRAJ24,chr14,62,0,1,chr14_204,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211866,TRAJ23,chr14,62,0,1,chr14_205,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000211867,TRAJ22,chr14,62,0,1,chr14_206,0,0,0.000e+00,0.000e+00,0.0,0.0
